,year,make,model,sub_model,price,exterior_color,engine,drive_type,fuel_type,transmission
2949,2021,Ford,Mustang,GT Premium Fastback,"$49,475",Carbonized Gray Metallic,5.0L V-8 Gas,RWD,Gas,Automatic
2950,2021,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,"$48,883",Oxford White,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic
2951,2021,Ford,Edge,Titanium FWD,"$43,449",Star White Metallic Tri-Coat,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2952,2020,Cadillac,CT5,V-Series,No Price Available,Velocity Red,3.0L V-6 Gas Turbocharged,RWD,Gas,Automatic
2953,2021,Nissan,Rogue,Platinum FWD,"$37,652",Boulder Gray Pearl,2.5L Inline-4 Gas,FWD,Gas,Automatic
2954,2021,Toyota,RAV4,LE AWD,"$30,203",Super White,2.5L Inline-4 Gas,AWD,Gas,Automatic
2955,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$45,490",Bright White Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
2956,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$46,284",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
2957,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$46,090",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
2958,2022,Chevrolet,Silverado 1500 LTD,RST Crew Cab Short Bed 4WD,"$58,211",Summit White,6.2L V-8 Gas,4WD,Gas,Automatic
2959,2022,Chevrolet,Bolt EUV,Premier,"$41,223",Cherry Red Tintcoat,L - Electric,FWD,Electric,Automatic
2960,2021,Jeep,Wrangler,Unlimited Willys,"$50,130",Sting-Gray Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2961,2022,Nissan,Frontier,SV Crew Cab Long Bed 2WD,"$36,599",Glacier White,3.8L V-6 Gas,RWD,Gas,Automatic
2962,2022,Nissan,Frontier,SV Crew Cab 2WD,"$37,470",Super Black,3.8L V-6 Gas,RWD,Gas,Automatic
2963,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 4WD","$46,780",Bright White Clear Coat,5.7L V-8 Gas,4WD,Gas,Automatic
2964,2021,Mercedes-Benz,Sprinter Cargo Van,"3500XD High Roof V6 170"" Extended RWD","$65,407",Jet Black,3.0L V-6 Diesel Turbocharged,RWD,Diesel,Automatic
2965,2021,Mazda,CX-30,Premium AWD,"$31,099",Soul Red Crystal Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
2966,2021,Toyota,RAV4,XLE FWD,"$28,537",Blueprint,2.5L Inline-4 Gas,FWD,Gas,Automatic
2967,2021,Volvo,XC60,T5 Inscription FWD,"$50,520",Unknown,2.0L Inline-4 Gas Turbocharged,FWD,gas,Automatic
2968,2022,Kia,Soul,LX IVT,"$20,868",Inferno Red,2.0L Inline-4 Gas,FWD,Gas,Automatic
2969,2022,Kia,Sorento,Hybrid EX FWD,"$42,519",Aurora Black,1.6L Inline-4 Hybrid Turbocharged,FWD,Hybrid,Automatic
2970,2021,Buick,Enclave,Avenir FWD,"$52,828",Satin Steel Metallic,3.6L V-6 Gas,FWD,Gas,Automatic
2971,2021,Nissan,Murano,SL AWD,"$45,953",Brilliant Silver Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
2972,2021,Mazda,CX-30,Select AWD,"$27,261",Sonic Silver Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
2973,2022,Jeep,Compass,Latitude FWD,"$28,719",Diamond Black Crystal Pearlcoat,2.4L Inline-4 Gas,FWD,Gas,Automatic
2974,2021,Acura,TLX,SH-AWD with Technology Package,"$41,878",Performance Red Pearl,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
2975,2021,Ram,1500 Classic,"Warlock Quad Cab 6'4"" Box 2WD","$38,456",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
2976,2021,Ford,Edge,SEL FWD,"$38,687",Lithium Gray,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2977,2022,Honda,Pilot,Touring 8-Passenger AWD,"$47,122",Modern Steel Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
2978,2022,Honda,Civic,Sport Sedan CVT,"$24,179",Crystal Black Pearl,2.0L Inline-4 Gas,FWD,gas,Automatic
2979,2021,Jeep,Grand Cherokee,L Limited 4WD,"$51,248",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
2980,2021,Jeep,Grand Cherokee,L Limited 4WD,"$49,351",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
2981,2021,Jeep,Grand Cherokee,L Limited RWD,"$45,641",Bright White Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
2982,2022,Volvo,XC60,B5 Inscription FWD,"$53,350",Denim Blue Metallic,2.0L Inline-4 Hybrid Turbocharged,FWD,Hybrid,Automatic
2983,2022,Honda,Civic,Sport Sedan CVT,"$24,715",Rallye Red,2.0L Inline-4 Gas,FWD,gas,Automatic
2984,2022,Honda,Civic,Sport Sedan CVT,"$24,659",Platinum White Pearl,2.0L Inline-4 Gas,FWD,gas,Automatic
2985,2022,Honda,Civic,Sport Sedan CVT,"$24,659",Platinum White Pearl,2.0L Inline-4 Gas,FWD,gas,Automatic
2986,2022,Honda,Pilot,EX-L AWD,"$41,530",Platinum White Pearl,3.5L V-6 Gas,AWD,Gas,Automatic
2987,2021,Ford,Expedition,Max King Ranch 4WD,"$82,170",Star White Metallic Tri-Coat,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
2988,2022,Hyundai,Kona,Limited AWD DCT,"$32,500",Pulse Red,1.6L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2989,2021,Chrysler,Pacifica,Touring L FWD,"$47,900",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
2990,2022,Honda,Civic,Sport Touring Hatchback CVT,"$30,389",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2991,2021,Nissan,Kicks,SR,"$24,584",Super Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2992,2021,Jeep,Gladiator,Rubicon,"$62,365",Bright White Clearcoat,3.0L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
2993,2021,Jeep,Grand Cherokee,L Limited 4WD,"$54,096",Diamond Black Crystal Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2994,2022,Nissan,Frontier,SV Crew Cab 2WD,"$36,491",Gun Metallic,3.8L V-6 Gas,RWD,Gas,Automatic
2995,2022,Honda,CR-V,EX AWD,"$31,897",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2996,2021,Dodge,Challenger,GT AWD,"$39,988",Smoke Show,3.6L V-6 Gas,AWD,gas,Automatic
2997,2022,Honda,CR-V,Hybrid EX AWD,"$32,840",Sonic Gray Pearl,2.0L Inline-4 Hybrid,AWD,Hybrid,Automatic
2998,2022,Honda,CR-V,EX AWD,"$30,651",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2999,2021,Hyundai,Sonata,SEL,"$25,826",Calypso Red,2.5L Inline-4 Gas,FWD,Gas,Automatic
3000,2021,Jeep,Gladiator,Freedom,"$49,782",Snazzberry Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3001,2021,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,"$51,781",Satin Steel Metallic,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
3002,2022,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD","$53,914",Flame Red Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
3003,2021,Jeep,Grand Cherokee,L Limited 4WD,"$49,240",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
3004,2021,Jeep,Gladiator,Rubicon,"$54,685",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3005,2021,Chrysler,Pacifica,Touring L FWD,"$42,012",Brilliant Black Crystal Pearlcoat,3.6L V-6 Gas,FWD,Gas,Automatic
3006,2021,Chrysler,Pacifica,Touring FWD,"$37,900",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
3007,2022,Jeep,Wagoneer,Series II 4WD,"$75,013",Silver Zynith,5.7L V-8 Gas,4WD,Gas,Automatic
3008,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$53,553",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
3009,2021,Nissan,Rogue,SL AWD,"$39,292",Scarlet Ember Tintcoat,2.5L Inline-4 Gas,AWD,Gas,Automatic
3010,2021,Nissan,Titan,SV Crew Cab 4WD,"$53,961",Gun Metallic,5.6L V-8 Gas,4WD,Gas,Automatic
3011,2021,Nissan,Murano,SV FWD,"$42,426",Gun Metallic,3.5L V-6 Gas,FWD,Gas,Automatic
3012,2021,Nissan,Rogue,SL AWD,"$38,520",Scarlet Ember Tintcoat,2.5L Inline-4 Gas,AWD,Gas,Automatic
3013,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$51,133",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
3014,2021,Hyundai,Sonata,SE,"$25,685",Phantom Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
3015,2022,Toyota,4Runner,TRD Sport 4WD,"$45,689",Barcelona Red Metallic,4.0L V-6 Gas,4WD,Gas,Automatic
3016,2022,Toyota,4Runner,TRD Off Road Premium 4WD,"$48,866",White,4.0L V-6 Gas,4WD,Gas,Automatic
3017,2021,Nissan,Titan,Platinum Reserve Crew Cab 4WD,"$61,427",Pearl White,5.6L V-8 Gas,4WD,Gas,Automatic
3018,2021,Nissan,Kicks,SR,"$25,913",Gun Metallic,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3019,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$52,291",Cirrus Silver Metallic,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
3020,2022,Ram,2500,"Laramie Crew Cab 6'4"" Box 4WD","$82,274",Billet Silver Metallic Clearcoat,6.7L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
3021,2021,Nissan,Altima,2.5 S FWD,"$28,701",Super Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
3022,2021,Nissan,Kicks,SR,"$26,648",Monarch Orange/Super Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3023,2022,Ram,1500,"Big Horn Crew Cab 6'4"" Box 4WD","$49,449",Bright White Clearcoat,3.6L V-6 Hybrid,4WD,Hybrid,Automatic
3024,2021,Jeep,Grand Cherokee,L Limited 4WD,"$53,573",Baltic Gray Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3025,2021,Jeep,Grand Cherokee,L Overland 4WD,"$59,679",Baltic Gray Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3026,2021,Nissan,Rogue Sport,S FWD,"$25,364",Gun Metallic,2.0L Inline-4 Gas,FWD,Gas,Automatic
3027,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$49,256",Bright White Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
3028,2021,Nissan,Titan,SV Crew Cab 4WD,"$46,852",Glacier White,5.6L V-8 Gas,4WD,Gas,Automatic
3029,2021,Dodge,Challenger,R/T RWD,"$47,494",Smoke Show,5.7L V-8 Gas,RWD,Gas,Automatic
3030,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$54,200",Manufaktur Diamond White Metallic,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
3031,2022,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,"$58,325",Manufaktur Cardinal Red Metallic,2.0L Inline-4 Gas Turbocharged,AWD,gas,Automatic
3032,2021,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$47,026",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
3033,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$52,090",Black,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
3034,2021,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$49,095",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
3035,2021,Ford,Ranger,XLT SuperCrew 5' Box 4WD,"$46,119",Shadow Black,2.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
3036,2022,Honda,CR-V,EX FWD,"$29,412",Crystal Black Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3037,2022,Honda,HR-V,EX FWD,"$25,745",Modern Steel Metallic,1.8L Inline-4 Gas,FWD,gas,Automatic
3038,2022,Honda,HR-V,EX-L FWD,"$27,365",Crystal Black Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
3039,2022,Honda,CR-V,EX-L FWD,"$32,392",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3040,2022,Honda,CR-V,Hybrid EX AWD,"$32,528",Platinum White Pearl,2.0L Inline-4 Hybrid,AWD,Hybrid,Automatic
3041,2022,Cadillac,Escalade,Premium Luxury 2WD,"$96,485",Black Raven,6.2L V-8 Gas,RWD,Gas,Automatic
3042,2021,Honda,Accord,EX-L 1.5T CVT,"$31,716",Modern Steel Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3043,2021,Nissan,Rogue Sport,S FWD,"$28,544",Gun Metallic,2.0L Inline-4 Gas,FWD,Gas,Automatic
3044,2021,Nissan,Murano,SV FWD,"$40,755",Pearl White Tricoat,3.5L V-6 Gas,FWD,Gas,Automatic
3045,2022,Chevrolet,Silverado 1500 LTD,RST Crew Cab Short Bed 4WD,"$53,107",Northsky Blue Metallic,5.3L V-8 Gas,4WD,Gas,Automatic
3046,2022,Chevrolet,Silverado 1500 LTD,Custom Trail Boss Crew Cab Short Bed 4WD,"$52,049",Northsky Blue Metallic,6.2L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
3047,2021,Mitsubishi,Outlander Sport,SE 2.0 FWD CVT,"$25,962",Mercury Gray Metallic,2.0L Inline-4 Gas,FWD,Gas,Automatic
3048,2021,Mazda,CX-30,Premium AWD,"$31,774",Soul Red Crystal Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
3049,2021,Ford,Edge,SEL AWD,"$36,895",Carbonized Gray Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
3050,2021,Jeep,Gladiator,Overland,"$77,752",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3051,2022,Kia,Sportage,LX FWD,"$26,403",Black Cherry,2.4L Inline-4 Gas,FWD,gas,Automatic
3052,2022,Kia,Sportage,LX FWD,"$28,414",Hyper Red,2.4L Inline-4 Gas,FWD,gas,Automatic
3053,2022,Hyundai,Santa Fe,SEL FWD,"$36,799",Twilight Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
3054,2022,Hyundai,Santa Fe,SEL FWD,"$36,475",Portofino Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic
3055,2021,Chrysler,Pacifica,Touring FWD,"$38,558",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
3056,2021,Mazda,CX-30,Preferred FWD,"$28,738",Snowflake White Pearl Mica,2.5L Inline-4 Gas,FWD,Gas,Automatic
3057,2021,Mazda,CX-30,Select FWD,"$26,484",Soul Red Crystal Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
3058,2022,Kia,Sportage,LX FWD,"$26,403",Black Cherry,2.4L Inline-4 Gas,FWD,gas,Automatic
3059,2022,Chevrolet,Bolt EUV,Premier,"$40,504",Silver Flare Metallic,L - Electric,FWD,Electric,Automatic
3060,2022,Toyota,Tacoma,SR5 Double Cab 6' Bed V6 2WD Automatic,"$34,800",White,3.5L V-6 Gas,RWD,Gas,Automatic
3061,2022,Toyota,Sienna,XLE FWD 7-Passenger,"$46,825",Ruby Flare Pearl,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic
3062,2022,Genesis,GV70,2.5T AWD,"$54,707",Himalayan Gray,2.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
3063,2022,Genesis,GV70,2.5T AWD,"$51,024",Mauna Red,2.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
3064,2021,Hyundai,Sonata,SEL Plus,"$29,692",Quartz White,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3065,2021,Jeep,Gladiator,Mojave,"$50,481",Limited Edition Gecko Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3066,2021,Jeep,Grand Cherokee,Limited RWD,"$42,176",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
3067,2021,Jeep,Cherokee,Altitude FWD,"$32,392",Bright White Clearcoat,2.4L Inline-4 Gas,FWD,Gas,Automatic
3068,2021,Jeep,Gladiator,Mojave,"$50,481",Limited Edition Gecko Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3069,2022,Jeep,Wagoneer,Series III RWD,"$86,943",Bright White Clearcoat,5.7L V-8 Hybrid,RWD,Hybrid,Automatic
3070,2021,Jeep,Gladiator,Mojave,"$56,507",Limited Edition Gecko Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3071,2022,Honda,HR-V,LX FWD,"$24,461",Lunar Silver Metallic,1.8L Inline-4 Gas,FWD,gas,Automatic
3072,2022,Honda,Ridgeline,RTL-E,"$46,777",Modern Steel Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
3073,2022,Honda,CR-V,EX-L FWD,"$34,306",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3074,2021,Dodge,Challenger,R/T Scat Pack Widebody RWD,"$56,075",Granite Pearlcoat,6.4L V-8 Gas,RWD,gas,Automatic
3075,2021,Nissan,Rogue,SL FWD,"$34,188",Boulder Gray Pearl,2.5L Inline-4 Gas,FWD,Gas,Automatic
3076,2022,Audi,Q3,S line Premium Plus 45 TFSI,"$48,891",Glacier White Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
3077,2022,Mitsubishi,Outlander,ES FWD,"$32,312",White Diamond,2.5L Inline-4 Gas,FWD,Gas,Automatic
3078,2022,Mitsubishi,Outlander,SE FWD,"$31,172",Mercury Gray Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
3079,2021,Nissan,Titan,PRO-4X Crew Cab 4WD,"$65,186",Baja Storm,5.6L V-8 Gas,4WD,Gas,Automatic
3080,2021,Jeep,Grand Cherokee,Laredo X 4WD,"$41,210",Diamond Black Crystal Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3081,2022,Mitsubishi,Outlander,SEL FWD,"$37,336",Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic
3082,2021,Mitsubishi,Outlander Sport,ES 2.0 FWD CVT,"$24,251",Unknown,2.0L Inline-4 Gas,FWD,Gas,Automatic
3083,2021,Dodge,Challenger,R/T RWD,"$45,760",Smoke Show,5.7L V-8 Gas,RWD,Gas,Automatic
3084,2021,Jeep,Gladiator,Overland,"$50,740",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3085,2021,Jeep,Gladiator,Rubicon,"$54,485",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3086,2022,Hyundai,Santa Cruz,SEL FWD,"$31,561",Phantom Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
3087,2021,Nissan,Titan,SV Crew Cab 2WD,"$47,833",Super Black,5.6L V-8 Gas,RWD,Gas,Automatic
3088,2021,Nissan,Versa,SR CVT,"$20,636",Aspen White Tricoat Pearl,1.6L Inline-4 Gas,FWD,Gas,Automatic
3089,2021,Nissan,Titan,PRO-4X Crew Cab 4WD,"$61,791",Gun Metallic,5.6L V-8 Gas,4WD,Gas,Automatic
3090,2022,Honda,Accord,Sport SE 1.5T CVT,"$31,419",Crystal Black Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3091,2022,Honda,Accord,Sport SE 1.5T CVT,"$32,869",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3092,2021,Hyundai,Sonata,SE,"$25,685",Phantom Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
3093,2021,Hyundai,Sonata,SEL,"$26,724",Phantom Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
3094,2021,Hyundai,Sonata,SEL Plus,"$29,692",Quartz White,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3095,2021,Dodge,Challenger,R/T Scat Pack Widebody RWD,"$56,075",Granite Pearlcoat,6.4L V-8 Gas,RWD,gas,Automatic
3096,2022,Toyota,Tacoma,SR5 Double Cab 6' Bed V6 2WD Automatic,"$34,800",White,3.5L V-6 Gas,RWD,Gas,Automatic
3097,2021,Ram,1500 Classic,"Tradesman Regular Cab 6'4"" Box 4WD","$41,302",Hydro Blue Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
3098,2021,Jeep,Gladiator,Overland,"$47,671",Sting-Gray Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3099,2021,Ram,1500 Classic,"Tradesman Regular Cab 6'4"" Box 4WD","$37,617",Flame Red Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3100,2022,Ram,1500,"Lone Star Crew Cab 5'7"" Box 2WD","$48,795",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
3101,2021,Jeep,Gladiator,Freedom,"$50,259",Hydro Blue Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3102,2021,Ford,Mustang Mach-E,Select AWD,"$57,287",Space White Metallic,L - Electric,AWD,Electric,Automatic
3103,2022,Hyundai,Palisade,Calligraphy FWD,"$51,896",Steel Graphite,3.8L V-6 Gas,FWD,Gas,Automatic
3104,2022,Hyundai,Palisade,Limited FWD,"$51,322",Abyss Black Pearl,3.8L V-6 Gas,FWD,Gas,Automatic
3105,2021,Ford,Mustang,EcoBoost Fastback,"$34,751",Race Red,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
3106,2021,Hyundai,Sonata,SEL,"$29,350",Shimmering Silver Pearl,2.5L Inline-4 Gas,FWD,Gas,Automatic
3107,2021,Toyota,RAV4,LE FWD,"$30,930",Midnight Black Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
3108,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$47,215",Billet Silver Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
3109,2022,Ram,1500,"Big Horn Crew Cab 5'7"" Box 2WD","$49,226",Billet Silver Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
3110,2021,Dodge,Challenger,R/T Scat Pack RWD,"$50,890",Go Mango,6.4L V-8 Gas,RWD,gas,Automatic
3111,2022,Jeep,Compass,Latitude 4WD,"$28,772",Diamond Black Crystal Pearlcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
3112,2022,Toyota,4Runner,TRD Sport 4WD,"$45,689",Barcelona Red Metallic,4.0L V-6 Gas,4WD,Gas,Automatic
3113,2022,Toyota,4Runner,TRD Off Road Premium 4WD,"$48,866",White,4.0L V-6 Gas,4WD,Gas,Automatic
3114,2021,Nissan,Titan,Platinum Reserve Crew Cab 4WD,"$61,427",Pearl White,5.6L V-8 Gas,4WD,Gas,Automatic
3115,2022,Ram,2500,"Laramie Crew Cab 6'4"" Box 4WD","$82,274",Billet Silver Metallic Clearcoat,6.7L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
3116,2021,Nissan,Altima,2.5 S FWD,"$28,701",Super Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
3117,2021,Nissan,Kicks,SR,"$26,648",Monarch Orange/Super Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3118,2022,Honda,Pilot,Touring 7-Passenger AWD,"$47,110",Modern Steel Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
3119,2021,Honda,Accord,LX 1.5T CVT,"$25,645",Modern Steel Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3120,2022,Nissan,Frontier,S Crew Cab 2WD,"$31,729",Glacier White,3.8L V-6 Gas,RWD,Gas,Automatic
3121,2022,Nissan,Frontier,S King Cab 2WD,"$29,665",Gun Metallic,3.8L V-6 Gas,RWD,Gas,Automatic
3122,2021,Dodge,Charger,GT RWD,"$34,126",Pitch Black Clearcoat,3.6L V-6 Gas,RWD,gas,Automatic
3123,2021,Dodge,Charger,GT RWD,"$34,713",White Knuckle Clearcoat,3.6L V-6 Gas,RWD,gas,Automatic
3124,2022,Volkswagen,Tiguan,SE FWD,"$32,003",Pure White,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3125,2021,Jeep,Grand Cherokee,L Limited 4WD,"$49,741",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
3126,2021,Jeep,Grand Cherokee,L Limited 4WD,"$54,110",Diamond Black Crystal Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
3127,2021,Jeep,Compass,Sport FWD,"$26,089",Jazz Blue Pearlcoat,2.4L Inline-4 Gas,FWD,Gas,Automatic
3128,2022,INFINITI,QX80,PREMIUM SELECT AWD,"$79,901",Moonstone White,5.6L V-8 Gas,4WD,Gas,Automatic
3129,2021,Porsche,Macan,AWD,"$64,260",Carmine Red,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
3130,2021,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 2WD,"$45,791",Summit White,5.3L Inline-8 Gas Turbocharged,RWD,Gas,Automatic
3131,2022,Kia,Telluride,EX AWD,"$47,506",Glacial White Pearl,3.8L V-6 Gas,AWD,gas,Automatic
3132,2022,Kia,Telluride,EX AWD,"$46,679",Glacial White Pearl,3.8L V-6 Gas,AWD,gas,Automatic
3133,2021,Toyota,RAV4,XLE FWD,"$29,728",Ruby Flare Pearl,2.5L Inline-4 Gas,FWD,Gas,Automatic
3134,2021,Nissan,Rogue Sport,SV FWD,"$29,573",Scarlet Ember Tintcoat,2.0L Inline-4 Gas,FWD,Gas,Automatic
3135,2021,Toyota,RAV4,XLE FWD,"$29,298",Midnight Black Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
3136,2021,BMW,X3,xDrive30i AWD,"$52,498",Alpine White,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
3137,2021,Ford,Mustang,EcoBoost Convertible,"$38,054",Iconic Silver Metallic,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
3138,2022,Hyundai,Tucson,SEL FWD,"$30,079",Quartz White,2.5L Inline-4 Gas,FWD,Gas,Automatic
3139,2021,Volkswagen,Jetta,SE Automatic,"$25,532",Silk Blue Metallic,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3140,2022,Ford,Maverick,XLT SuperCrew AWD,"$31,695",Iconic Silver Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
3141,2022,Hyundai,Tucson,Limited FWD,"$36,945",Quartz White,2.5L Inline-4 Gas,FWD,Gas,Automatic
3142,2021,Nissan,Rogue Sport,SV FWD,"$27,938",Pearl White Tricoat,2.0L Inline-4 Gas,FWD,Gas,Automatic
3143,2022,Mitsubishi,Eclipse Cross,LE FWD,"$27,551",White Diamond,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
3144,2022,Mitsubishi,Outlander,ES FWD,"$29,165",White Diamond,2.5L Inline-4 Gas,FWD,Gas,Automatic
