,year,make,model,sub_model,city,state,mileage,price,style,exterior_color,interior_color,engine,drive_type,fuel_type,transmission,accidents,title,owners,use_type
131,2019,Mercedes-Benz,C-Class,C 300 Sedan RWD,Rocklin,CA,29527,33625,Sedan,Mojave Silver Metallic,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use
132,2018,Nissan,Rogue,SV AWD,Keyport,NJ,42013,23995,SUV,Magnetic Black,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,3,Personal Use
133,2015,Jeep,Grand Cherokee,Limited 4WD,Philadelphia,PA,115728,19491,SUV,Brilliant Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,1,Clean,2,Fleet Use
134,2018,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,Boise,ID,66827,40000,Pickup Truck,Ruby Red Metallic Tinted Clearcoat,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use
135,2015,Nissan,Altima,2.5 S,Duluth,GA,98695,11485,Sedan,Black,Select,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use
136,2018,Ford,Explorer,XLT FWD,Waco,TX,61723,27890,SUV,Oxford White,Ebony Black,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
137,2019,Ford,Super Duty F-250,XL 4WD Crew Cab 6.75' Box,Austin,TX,93963,37000,Pickup Truck,White,Unknown,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
138,2020,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Vancouver,WA,23647,39093,Pickup Truck,Black,Unknown,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Rental Use
139,2019,Nissan,Sentra,SV CVT,Dallas,TX,71118,15097,Sedan,Gun Metallic,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use
140,2014,Hyundai,Elantra,SE Sedan Automatic,Deland,FL,117305,7256,Sedan,Pearl White,Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
141,2018,Honda,Civic,EX Sedan CVT,Escondido,CA,28000,14995,Sedan,Crystal Black Pearl,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Salvage History,2,Personal Use
142,2019,Mercedes-Benz,E-Class,E 300 Sedan RWD,Sacramento,CA,36270,46485,Sedan,Polar White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
143,2019,Honda,Accord,Sport 1.5T CVT,Corpus Christi,TX,115385,20914,Sedan,San Marino Red,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
144,2019,Toyota,Corolla,LE CVT,Jupiter,FL,32200,18900,Sedan,Gray,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
145,2018,Volvo,XC90,T6 AWD 7-Passenger Momentum,Ballwin,MO,81788,30000,SUV,Onyx Black Metallic,Blond,2.0L Inline-4 Gas Supercharged and Turbocharged,AWD,Gas,Automatic,0,Clean,2,Rental Use
146,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Blanchard,OK,165736,23988,Pickup Truck,Magnetic Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
147,2019,Nissan,Sentra,S CVT,Cedar Park,TX,19210,18000,Sedan,Deep Blue Pearl,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
148,2016,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Tallahassee,FL,174919,22999,Pickup Truck,Shadow Black,Dark Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
149,2018,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Sanford,NC,47941,32146,Pickup Truck,Shadow Black,Tan,3.3L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Rental Use
150,2020,Toyota,Corolla,SE CVT,Ocala,FL,41550,21288,Sedan,Black Sand Pearl,Unknown,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
151,2018,Nissan,Altima,2.5 S,Boise,ID,44839,15500,Sedan,Gun Metallic,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use
152,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Rio Linda,CA,152121,25999,Pickup Truck,Oxford White,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use
153,2018,Nissan,Rogue,SV AWD,New Richmond,WI,194905,14999,SUV,Pearl White,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,2,Rental Use
154,2017,Ford,Explorer,Limited FWD,San Antonio,TX,92922,21991,SUV,Shadow Black,Ebony Black,3.5L V-6 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Rental Use
155,2019,Ford,Super Duty F-250,Lariat 4WD Crew Cab 6.75' Box,Houston,TX,62027,49400,Pickup Truck,Magnetic Metallic,Black,6.2L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use
156,2018,Ford,Explorer,XLT FWD,Jupiter,FL,117354,21400,SUV,Oxford White,Medium Stone/Med Lt Stone,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
157,2018,Ford,Explorer,XLT FWD,Lancaster,OH,59684,24580,SUV,Magnetic Metallic,Ebony Black,2.3L V-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
158,2019,Dodge,Grand Caravan,SXT,Memphis,TN,67792,18995,Minivan,Granite Pearlcoat,Black,3.6L V-6 Gas,FWD,Gas,Automatic,1,Clean,2,Mixed Use
159,2012,Toyota,Camry,SE I4 Automatic,San Antonio,TX,164513,6900,Sedan,Gray,Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic,2,Clean,2,Personal Use
160,2014,Nissan,Altima,2.5 S,Sacramento,CA,89986,11499,Sedan,White,Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
161,2019,Jeep,Cherokee,Overland 4WD,Lima,OH,88411,23975,SUV,Diamond Black Crystal Pearlcoat,Black,3.2L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
162,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Wood River,IL,21387,38421,Pickup Truck,Oxford White,Medium Earth Gray,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
163,2006,Toyota,Prius,Hatchback,Wellesley,MA,44522,8445,Sedan,Super White,Unknown,1.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,Clean,2,Personal Use
164,2019,Nissan,Sentra,SV CVT,Houston,TX,62735,17000,Sedan,Fresh Powder,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use
165,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Pineville,MO,77568,26900,Pickup Truck,White,Medium Earth Gray,3.3L V-6 Gas,RWD,Gas,Automatic,1,Clean,2,Rental Use
166,2013,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Vincennes,IN,125195,18833,Pickup Truck,Black,Unknown,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,3,Personal Use
167,2020,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",Lima,OH,31556,40990,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
168,2013,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Round Rock,TX,71409,19999,Pickup Truck,White,Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use
169,2018,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Portland,OR,59375,39987,Pickup Truck,Silver,Unknown,5.0L V-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
170,2019,Ford,Super Duty F-250,XL 4WD Crew Cab 6.75' Box,Deland,FL,35448,46109,Pickup Truck,White,Medium Earth Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
171,2019,Ford,Edge,ST AWD,San Antonio,TX,22301,32991,SUV,Agate Black,Ebony,2.7L V-6 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
172,2016,Nissan,Altima,2.5,Statesboro,GA,146842,9632,Sedan,Glacier White,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Rental Use
173,2018,Honda,Accord,EX-L 1.5T CVT,Northridge,CA,30285,24421,Sedan,Crystal Black Pearl,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
174,2016,Nissan,Rogue,S FWD,Houston,TX,80599,13000,SUV,Magnetic Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
175,2017,Honda,Accord,LX Sedan CVT,Dallas,TX,39229,17999,Sedan,White Orchid Pearl,Tan,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use
176,2013,Ford,F-150,XLT SuperCab 6.5' Box 2WD,North Charleston,SC,145402,13480,Pickup Truck,White,Gray,3.7L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
177,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Woodland,CA,55598,34000,Pickup Truck,Stone Gray,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,3,Rental Use
178,2014,Chevrolet,Silverado 1500,LT with 2LT Double Cab Standard Box 4WD,Denton,TX,142000,20000,Pickup Truck,Blue,Unknown,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
179,2019,Kia,Forte,LXS IVT,Austin,TX,147271,12995,Sedan,Gravity Grey,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
180,2020,Toyota,Corolla,LE CVT,Miami,FL,53057,20097,Sedan,Super White,Unknown,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use
181,2018,Chevrolet,Malibu,LT with 1LT,Dallas,TX,78572,15994,Sedan,Nightfall Gray Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,2,Mixed Use
182,2019,Buick,Encore,Preferred FWD,Houston,TX,56973,14900,SUV,Quicksilver Metallic,Shale,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,3,Fleet Use
183,2017,Ford,Super Duty F-250,Lariat Crew Cab 8' Bed 4WD,Buda,TX,121400,44291,Pickup Truck,Silver,Camel,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
184,2018,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Hicksville,OH,51248,31561,Pickup Truck,Magnetic Metallic,Medium Earth Gray,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,0,Personal Use
185,2016,Ford,Super Duty F-250,"Lariat Crew Cab 172"" 4WD",Maitland,FL,86798,41151,Pickup Truck,White,Unknown,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,3,Rental Use
186,2018,Nissan,Rogue,SV AWD,Jackson Heights,NY,43147,21889,SUV,Brilliant Silver,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use
187,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Baltimore,MD,49959,34488,Pickup Truck,Shadow Black,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Rental Use
188,2018,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,Boise,ID,15565,36500,Pickup Truck,Cajun Red Tintcoat,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use
189,2018,Ford,F-150,XL SuperCab 6.5' Box 4WD,Joliet,IL,95725,25888,Pickup Truck,Black,Black,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Fleet Use
190,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Buford,GA,36756,36898,Pickup Truck,Shadow Black,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use
191,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Jenkintown,PA,57889,33999,Pickup Truck,Lightning Blue,Black,3.3L V-6 Gas,4WD,Gas,Automatic,1,Clean,3,Rental Use
192,2019,Dodge,Charger,SXT RWD,Seguin,TX,33800,27984,Sedan,Pitch Black Clearcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
193,2018,Ford,Edge,SEL FWD,Denton,TX,145973,16990,SUV,White Platinum Metallic Tri-Coat,Dune,3.5L V-6 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
194,2019,Chevrolet,Traverse,LT Cloth with 1LT FWD,Cedar Park,TX,62529,26999,SUV,Silver Ice Metallic,Dark Atmosphere/Medium Ash Gray,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
195,2020,Toyota,Corolla,LE CVT,Lubbock,TX,18188,23502,Sedan,Super White,Light Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
196,2020,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Brownsville,TX,21795,37980,Pickup Truck,Oxford White,Black,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
197,2015,Nissan,Altima,2.5 S,Cockeysville,MD,125174,10498,Sedan,Super Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
198,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Lowell,MA,35980,38491,Pickup Truck,White,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
199,2013,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Round Rock,TX,117517,15999,Pickup Truck,White,Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use
200,2017,Jeep,Grand Cherokee,Trailhawk 4WD,Cortlandt Manor,NY,162908,17991,SUV,Billet Silver Metallic Clearcoat,Ruby Red/Black,3.6L V-6 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use
201,2016,Kia,Optima,LX,Longview,TX,66190,15460,Sedan,Ebony Black,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
202,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Buford,GA,59905,35318,Pickup Truck,Black Velvet,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
203,2016,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Glenolden,PA,110956,28995,Pickup Truck,White Platinum Metallic Tri-Coat,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,2,Personal Use
204,2015,Chevrolet,Silverado 1500,LT with 1LT Double Cab Standard Box 4WD,Fresno,CA,185725,19995,Pickup Truck,Tungsten Metallic,Dark Ash With Jet Black Interior Accents,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,3,Fleet Use
205,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Joplin,MO,49004,38888,Pickup Truck,Black,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Rental Use
206,2016,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",Michigan City,IN,199630,19995,Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,5.7L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use
207,2017,Ram,1500,"Lone Star Silver Crew Cab 5'7"" Box 2WD",Lubbock,TX,76609,24680,Pickup Truck,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,5.7L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
208,2016,Ford,Super Duty F-250,"Lariat Crew Cab 172"" 4WD",Saint Augustine,FL,79208,44992,Pickup Truck,Shadow Black,Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
209,2019,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 2WD,Jacksonville,FL,57432,39491,Pickup Truck,Summit White,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,1,Clean,2,Personal Use
210,2017,Ford,F-150,XLT SuperCrew 5.5' Box RWD,Denison,TX,46253,29989,Pickup Truck,Oxford White,Medium Earth Gray,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,3,Mixed Use
211,2020,Ford,F-150,Lariat SuperCab 6.5' Box 4WD,Post Falls,ID,19849,40000,Pickup Truck,Agate Black Metallic,Black,5.0L V-8 Gas Twin-Turbo,4WD,Gas,Automatic,1,Clean,1,Personal Use
212,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Glassboro,NJ,30678,35894,Pickup Truck,Red,Unknown,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
213,2017,Nissan,Sentra,S CVT,Garland,TX,91895,9999,Sedan,Super Black,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use
214,2018,Ford,Explorer,Platinum 4WD,Glenview,IL,91496,29994,SUV,Shadow Black,Ebony Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
215,2019,Ford,Fusion,Hybrid SE FWD,Gardena,CA,96428,16399,Sedan,Agate Black,Bei/Beige,2.0L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,Clean,1,Rental Use
216,2018,Ford,Escape,SE 4WD,Grand Rapids,MN,47812,18500,SUV,Magnetic Metallic,Charcoal Black,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use
217,2016,Ford,Fusion,SE FWD,Vancouver,WA,53566,13928,Sedan,Ingot Silver,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,4,Mixed Use
218,2018,Mercedes-Benz,C-Class,C 300 4MATIC Sedan,Fort Lauderdale,FL,77900,19200,Sedan,Designo Diamond White Metallic,Tan,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,1,Fleet Use
219,2020,Honda,Accord,EX-L 1.5T CVT,Vacaville,CA,18505,29995,Sedan,Platinum White Pearl,Unknown,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
220,2020,Toyota,Corolla,LE CVT,Duluth,GA,32548,17985,Sedan,Celestite,Light Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Fleet Use
221,2019,Mercedes-Benz,C-Class,C 300 Sedan RWD,Fremont,CA,15115,36525,Sedan,Polar White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
222,2018,Ford,F-150,Raptor SuperCrew 5.5' Box 4WD,Huntley,IL,31944,63963,Pickup Truck,Shadow Black,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
223,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,Fremont,CA,36153,32250,Sedan,Selenite Grey Metallic,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
224,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Pikeville,KY,57790,37900,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use
225,2019,Honda,Civic,LX Sedan CVT,Naples,FL,47014,19332,Sedan,Platinum White Pearl,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Fleet Use
226,2019,Ford,Escape,S FWD,Daytona Beach,FL,42170,17995,SUV,Agate Black Metallic,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
227,2018,Toyota,Tacoma,SR5 Double Cab 5' Bed V6 RWD Automatic,Santa Cruz,CA,73691,29988,Pickup Truck,Midnight Black Metallic,Graphite,3.5L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
228,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Bensalem,PA,76947,29995,Pickup Truck,Black,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use
229,2017,Toyota,Camry,LE I4 Automatic,Midway City,CA,188814,9995,Sedan,Midnight Black Metallic,Almond,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use
230,2019,Volkswagen,Jetta,S Automatic,Fresno,CA,47651,17995,Sedan,Blue Silk Metallic,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,2,Rental Use
231,2019,Chevrolet,Malibu,LT with 1LT,Houston,TX,61791,18991,Sedan,Pacific Blue Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Mixed Use
232,2020,Ford,Explorer,XLT RWD,San Juan,TX,23133,33995,SUV,Oxford White,Sandstone,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
233,2016,Jeep,Patriot,Sport SE 4WD,Greenwood,IN,157928,9988,SUV,Black Clearcoat,Dark Slate Gray,2.4L Inline-4 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use
234,2020,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Fort Worth,TX,7645,44990,Pickup Truck,Black,Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
235,2016,Nissan,Altima,2.5 S,Fresno,CA,78599,13995,Sedan,Storm Blue,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Mixed Use
236,2019,Honda,Accord,LX 1.5T CVT,Bellevue,NE,37203,18950,Sedan,Platinum White Pearl,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,2,Personal Use
237,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Cathedral City,CA,90933,25500,Pickup Truck,Oxford White,Medium Earth Gray,3.3L V-6 Gas,RWD,Gas,Automatic,1,Clean,2,Rental Use
238,2018,Ford,Super Duty F-250,XLT 4WD Crew Cab 6.75' Box,Lubbock,TX,81106,39473,Pickup Truck,Oxford White,Medium Earth Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use
239,2016,Dodge,Challenger,SXT Automatic,El Paso,TX,99,23695,Coupe,Redline Red Tricoat Pearl,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
240,2019,Toyota,Tacoma,TRD Pro Double Cab 5' Bed V6 4WD Automatic,Agawam,MA,35827,39990,Pickup Truck,Red,Unknown,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
241,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Carlock,IL,116833,26995,Pickup Truck,Black Velvet,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
242,2018,Ford,Explorer,XLT FWD,New Port Richey,FL,90386,20984,SUV,Ruby Red Metallic Tinted Clearcoat,Medium Stone,2.3L V-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
243,2015,Nissan,Altima,2.5 S,Sacramento,CA,98917,11499,Sedan,Super Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use
244,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Kansas City,MO,48490,35200,Pickup Truck,Oxford White,Medium Earth Gray,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
245,2014,Ford,F-150,STX SuperCab 6.5' Box RWD,Glen Allen,VA,71260,19998,Pickup Truck,Ingot Silver Metallic,Black,5.0L V-8 Gas,RWD,Gas,Automatic,1,Clean,1,Personal Use
246,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Dawsonville,GA,58282,36512,Pickup Truck,Ruby Red Metallic Tinted Clearcoat,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use
247,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Garden City,ID,118532,29988,Pickup Truck,White,Black,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
248,2018,Ford,Super Duty F-250,XLT 4WD Crew Cab 6.75' Box,Seguin,TX,92637,41981,Pickup Truck,Oxford White,Medium Earth Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,4,Personal Use
249,2017,Ford,F-150,XL SuperCab 6.5' Box RWD,Smyrna,GA,100392,17999,Pickup Truck,Oxford White,Dark Earth Gray,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Fleet Use
250,2018,Chevrolet,Equinox,LT with 1LT FWD,Westmont,IL,50594,19500,SUV,Summit White,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Mixed Use
251,2015,Chevrolet,Cruze,LT with 1LT Automatic,Mchenry,IL,86637,8900,Sedan,Blue Ray Metallic,Jet Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,2,Clean,1,Personal Use
252,2017,Ford,Fusion,SE FWD,Garland,TX,103125,12999,Sedan,Shadow Black,Ebony,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
253,2014,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Carlstadt,NJ,71894,19942,Pickup Truck,Oxford White,Steel Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,3,Fleet Use
254,2018,Chevrolet,Equinox,Premier with 3LZ FWD,Woodway,TX,122403,19995,SUV,Summit White,Jet Black,1.6L Inline-4 Diesel Turbocharged,FWD,Diesel,Automatic,0,Clean,1,Personal Use
255,2009,BMW,X3,xDrive30i AWD,Longmont,CO,142790,8998,SUV,Alpine White,Saddle Brown,3.0L Inline-6 Gas,AWD,Gas,Manual,0,Clean,3,Personal Use
256,2015,Chevrolet,Equinox,LT with 1LT FWD,Cincinnati,OH,73181,12966,SUV,Black Granite Metallic,Jet Black,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
257,2019,Ford,Super Duty F-250,Limited 4WD Crew Cab 6.75' Box,Grapevine,TX,25331,73000,Pickup Truck,White Platinum Metallic Tri-Coat,Camelback,6.7L V-8 Diesel Turbocharged,4WD,Diesel,Automatic,1,Clean,1,Personal Use
258,2018,Ford,Escape,S FWD,Mcallen,TX,40153,17495,SUV,Magnetic Metallic,Charcoal Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
259,2010,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Pikeville,KY,129597,13500,Pickup Truck,Oxford White,Medium Stone/Stone,4.6L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
260,2019,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Littleton,CO,12201,51991,Pickup Truck,Agate Black,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
261,2018,Nissan,Altima,2.5 SV,Wake Forest,NC,204504,11999,Sedan,Super Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Rental Use
