,year,make,model,sub_model,city,state,mileage,price,style,exterior_color,interior_color,engine,drive_type,fuel_type,transmission,accidents,title,owners,use_type,cpo
124,2015,Chrysler,200,Limited FWD,Indianapolis,IN,"122,600","$9,999",Sedan,Black Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,4,Mixed Use,True
125,2018,BMW,3 Series,330i xDrive Sedan,Harriman,NY,"33,318","$25,995",Sedan,Black Sapphire Metallic,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
126,2019,Ford,Escape,Titanium AWD,Glenolden,PA,"28,835","$24,995",SUV,White Platinum Metallic Tri-Coat,Charcoal Black,2.0L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
127,2018,Chevrolet,Equinox,LT with 1LT FWD,San Juan,TX,"68,284","$17,495",SUV,Storm Blue Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,2,Clean,1,Personal Use,True
128,2015,Nissan,Altima,2.5 S,Abilene,TX,"117,073","$10,995",Sedan,Gun Metallic,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use,True
129,2015,Lexus,RX,RX 350 AWD,Dumfries,VA,"26,515","$21,995",SUV,Black,Tan,3.5L V-6 Gas,AWD,Gas,Automatic,1,Clean,3,Personal Use,True
130,2019,Ford,Escape,S FWD,Jacksonville,FL,"139,141","$13,990",SUV,Agate Black Metallic,Chromite Gray/Chrcl Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
131,2019,Mercedes-Benz,C-Class,C 300 Sedan RWD,Rocklin,CA,"29,527","$33,625",Sedan,Mojave Silver Metallic,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
132,2018,Nissan,Rogue,SV AWD,Keyport,NJ,"42,013","$23,995",SUV,Magnetic Black,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,3,Personal Use,True
133,2015,Jeep,Grand Cherokee,Limited 4WD,Philadelphia,PA,"115,728","$19,491",SUV,Brilliant Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,1,Clean,2,Fleet Use,True
134,2018,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,Boise,ID,"66,827","$40,000",Pickup Truck,Ruby Red Metallic Tinted Clearcoat,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
135,2015,Nissan,Altima,2.5 S,Duluth,GA,"98,695","$11,485",Sedan,Black,Select,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use,True
136,2018,Ford,Explorer,XLT FWD,Waco,TX,"61,723","$27,890",SUV,Oxford White,Ebony Black,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
137,2019,Ford,Super Duty F-250,XL 4WD Crew Cab 6.75' Box,Austin,TX,"93,963","$37,000",Pickup Truck,White,Unknown,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
138,2020,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Vancouver,WA,"23,647","$39,093",Pickup Truck,Black,Unknown,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Rental Use,True
139,2019,Nissan,Sentra,SV CVT,Dallas,TX,"71,118","$15,097",Sedan,Gun Metallic,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use,True
140,2014,Hyundai,Elantra,SE Sedan Automatic,Deland,FL,"117,305","$7,256",Sedan,Pearl White,Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
141,2018,Honda,Civic,EX Sedan CVT,Escondido,CA,"28,000","$14,995",Sedan,Crystal Black Pearl,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Salvage History,2,Personal Use,True
142,2019,Mercedes-Benz,E-Class,E 300 Sedan RWD,Sacramento,CA,"36,270","$46,485",Sedan,Polar White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
143,2019,Honda,Accord,Sport 1.5T CVT,Corpus Christi,TX,"115,385","$20,914",Sedan,San Marino Red,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
144,2019,Toyota,Corolla,LE CVT,Jupiter,FL,"32,200","$18,900",Sedan,Gray,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
145,2018,Volvo,XC90,T6 AWD 7-Passenger Momentum,Ballwin,MO,"81,788","$30,000",SUV,Onyx Black Metallic,Blond,2.0L Inline-4 Gas Supercharged and Turbocharged,AWD,Gas,Automatic,0,Clean,2,Rental Use,True
146,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Blanchard,OK,"165,736","$23,988",Pickup Truck,Magnetic Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
147,2019,Nissan,Sentra,S CVT,Cedar Park,TX,"19,210","$18,000",Sedan,Deep Blue Pearl,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
148,2016,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Tallahassee,FL,"174,919","$22,999",Pickup Truck,Shadow Black,Dark Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
149,2018,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Sanford,NC,"47,941","$32,146",Pickup Truck,Shadow Black,Tan,3.3L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Rental Use,True
150,2020,Toyota,Corolla,SE CVT,Ocala,FL,"41,550","$21,288",Sedan,Black Sand Pearl,Unknown,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
151,2018,Nissan,Altima,2.5 S,Boise,ID,"44,839","$15,500",Sedan,Gun Metallic,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use,True
152,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Rio Linda,CA,"152,121","$25,999",Pickup Truck,Oxford White,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
153,2018,Nissan,Rogue,SV AWD,New Richmond,WI,"194,905","$14,999",SUV,Pearl White,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,2,Rental Use,True
154,2017,Ford,Explorer,Limited FWD,San Antonio,TX,"92,922","$21,991",SUV,Shadow Black,Ebony Black,3.5L V-6 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
155,2019,Ford,Super Duty F-250,Lariat 4WD Crew Cab 6.75' Box,Houston,TX,"62,027","$49,400",Pickup Truck,Magnetic Metallic,Black,6.2L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use,True
156,2018,Ford,Explorer,XLT FWD,Jupiter,FL,"117,354","$21,400",SUV,Oxford White,Medium Stone/Med Lt Stone,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
157,2018,Ford,Explorer,XLT FWD,Lancaster,OH,"59,684","$24,580",SUV,Magnetic Metallic,Ebony Black,2.3L V-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
158,2019,Dodge,Grand Caravan,SXT,Memphis,TN,"67,792","$18,995",Minivan,Granite Pearlcoat,Black,3.6L V-6 Gas,FWD,Gas,Automatic,1,Clean,2,Mixed Use,True
159,2012,Toyota,Camry,SE I4 Automatic,San Antonio,TX,"164,513","$6,900",Sedan,Gray,Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic,2,Clean,2,Personal Use,True
160,2014,Nissan,Altima,2.5 S,Sacramento,CA,"89,986","$11,499",Sedan,White,Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
161,2019,Jeep,Cherokee,Overland 4WD,Lima,OH,"88,411","$23,975",SUV,Diamond Black Crystal Pearlcoat,Black,3.2L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
162,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Wood River,IL,"21,387","$38,421",Pickup Truck,Oxford White,Medium Earth Gray,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
163,2006,Toyota,Prius,Hatchback,Wellesley,MA,"44,522","$8,445",Sedan,Super White,Unknown,1.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,Clean,2,Personal Use,True
164,2019,Nissan,Sentra,SV CVT,Houston,TX,"62,735","$17,000",Sedan,Fresh Powder,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use,True
165,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Pineville,MO,"77,568","$26,900",Pickup Truck,White,Medium Earth Gray,3.3L V-6 Gas,RWD,Gas,Automatic,1,Clean,2,Rental Use,True
166,2013,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Vincennes,IN,"125,195","$18,833",Pickup Truck,Black,Unknown,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,3,Personal Use,True
167,2020,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",Lima,OH,"31,556","$40,990",Pickup Truck,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
168,2013,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Round Rock,TX,"71,409","$19,999",Pickup Truck,White,Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use,True
169,2018,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Portland,OR,"59,375","$39,987",Pickup Truck,Silver,Unknown,5.0L V-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
170,2019,Ford,Super Duty F-250,XL 4WD Crew Cab 6.75' Box,Deland,FL,"35,448","$46,109",Pickup Truck,White,Medium Earth Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
171,2019,Ford,Edge,ST AWD,San Antonio,TX,"22,301","$32,991",SUV,Agate Black,Ebony,2.7L V-6 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
172,2016,Nissan,Altima,2.5,Statesboro,GA,"146,842","$9,632",Sedan,Glacier White,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Rental Use,True
173,2018,Honda,Accord,EX-L 1.5T CVT,Northridge,CA,"30,285","$24,421",Sedan,Crystal Black Pearl,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
174,2016,Nissan,Rogue,S FWD,Houston,TX,"80,599","$13,000",SUV,Magnetic Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
175,2017,Honda,Accord,LX Sedan CVT,Dallas,TX,"39,229","$17,999",Sedan,White Orchid Pearl,Tan,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use,True
176,2013,Ford,F-150,XLT SuperCab 6.5' Box 2WD,North Charleston,SC,"145,402","$13,480",Pickup Truck,White,Gray,3.7L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
177,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Woodland,CA,"55,598","$34,000",Pickup Truck,Stone Gray,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,3,Rental Use,True
178,2014,Chevrolet,Silverado 1500,LT with 2LT Double Cab Standard Box 4WD,Denton,TX,"142,000","$20,000",Pickup Truck,Blue,Unknown,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
179,2019,Kia,Forte,LXS IVT,Austin,TX,"147,271","$12,995",Sedan,Gravity Grey,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
180,2020,Toyota,Corolla,LE CVT,Miami,FL,"53,057","$20,097",Sedan,Super White,Unknown,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use,True
181,2018,Chevrolet,Malibu,LT with 1LT,Dallas,TX,"78,572","$15,994",Sedan,Nightfall Gray Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,2,Mixed Use,True
182,2019,Buick,Encore,Preferred FWD,Houston,TX,"56,973","$14,900",SUV,Quicksilver Metallic,Shale,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,3,Fleet Use,True
183,2017,Ford,Super Duty F-250,Lariat Crew Cab 8' Bed 4WD,Buda,TX,"121,400","$44,291",Pickup Truck,Silver,Camel,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
184,2018,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Hicksville,OH,"51,248","$31,561",Pickup Truck,Magnetic Metallic,Medium Earth Gray,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,0,Personal Use,True
185,2016,Ford,Super Duty F-250,"Lariat Crew Cab 172"" 4WD",Maitland,FL,"86,798","$41,151",Pickup Truck,White,Unknown,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,3,Rental Use,True
186,2018,Nissan,Rogue,SV AWD,Jackson Heights,NY,"43,147","$21,889",SUV,Brilliant Silver,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
187,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Baltimore,MD,"49,959","$34,488",Pickup Truck,Shadow Black,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Rental Use,True
188,2018,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,Boise,ID,"15,565","$36,500",Pickup Truck,Cajun Red Tintcoat,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
189,2018,Ford,F-150,XL SuperCab 6.5' Box 4WD,Joliet,IL,"95,725","$25,888",Pickup Truck,Black,Black,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
190,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Buford,GA,"36,756","$36,898",Pickup Truck,Shadow Black,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
191,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Jenkintown,PA,"57,889","$33,999",Pickup Truck,Lightning Blue,Black,3.3L V-6 Gas,4WD,Gas,Automatic,1,Clean,3,Rental Use,True
192,2019,Dodge,Charger,SXT RWD,Seguin,TX,"33,800","$27,984",Sedan,Pitch Black Clearcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
193,2018,Ford,Edge,SEL FWD,Denton,TX,"145,973","$16,990",SUV,White Platinum Metallic Tri-Coat,Dune,3.5L V-6 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
194,2019,Chevrolet,Traverse,LT Cloth with 1LT FWD,Cedar Park,TX,"62,529","$26,999",SUV,Silver Ice Metallic,Dark Atmosphere/Medium Ash Gray,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
195,2020,Toyota,Corolla,LE CVT,Lubbock,TX,"18,188","$23,502",Sedan,Super White,Light Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
196,2020,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Brownsville,TX,"21,795","$37,980",Pickup Truck,Oxford White,Black,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
197,2015,Nissan,Altima,2.5 S,Cockeysville,MD,"125,174","$10,498",Sedan,Super Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
198,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Lowell,MA,"35,980","$38,491",Pickup Truck,White,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
199,2013,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Round Rock,TX,"117,517","$15,999",Pickup Truck,White,Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use,True
200,2017,Jeep,Grand Cherokee,Trailhawk 4WD,Cortlandt Manor,NY,"162,908","$17,991",SUV,Billet Silver Metallic Clearcoat,Ruby Red/Black,3.6L V-6 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
201,2016,Kia,Optima,LX,Longview,TX,"66,190","$15,460",Sedan,Ebony Black,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
202,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Buford,GA,"59,905","$35,318",Pickup Truck,Black Velvet,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
203,2016,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Glenolden,PA,"110,956","$28,995",Pickup Truck,White Platinum Metallic Tri-Coat,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,2,Personal Use,True
204,2015,Chevrolet,Silverado 1500,LT with 1LT Double Cab Standard Box 4WD,Fresno,CA,"185,725","$19,995",Pickup Truck,Tungsten Metallic,Dark Ash With Jet Black Interior Accents,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,3,Fleet Use,True
205,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Joplin,MO,"49,004","$38,888",Pickup Truck,Black,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
206,2016,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",Michigan City,IN,"199,630","$19,995",Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,5.7L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use,True
207,2017,Ram,1500,"Lone Star Silver Crew Cab 5'7"" Box 2WD",Lubbock,TX,"76,609","$24,680",Pickup Truck,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,5.7L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
208,2016,Ford,Super Duty F-250,"Lariat Crew Cab 172"" 4WD",Saint Augustine,FL,"79,208","$44,992",Pickup Truck,Shadow Black,Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
209,2019,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 2WD,Jacksonville,FL,"57,432","$39,491",Pickup Truck,Summit White,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,1,Clean,2,Personal Use,True
210,2017,Ford,F-150,XLT SuperCrew 5.5' Box RWD,Denison,TX,"46,253","$29,989",Pickup Truck,Oxford White,Medium Earth Gray,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,3,Mixed Use,True
211,2020,Ford,F-150,Lariat SuperCab 6.5' Box 4WD,Post Falls,ID,"19,849","$40,000",Pickup Truck,Agate Black Metallic,Black,5.0L V-8 Gas Twin-Turbo,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
212,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Glassboro,NJ,"30,678","$35,894",Pickup Truck,Red,Unknown,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
213,2017,Nissan,Sentra,S CVT,Garland,TX,"91,895","$9,999",Sedan,Super Black,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
214,2018,Ford,Explorer,Platinum 4WD,Glenview,IL,"91,496","$29,994",SUV,Shadow Black,Ebony Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
215,2019,Ford,Fusion,Hybrid SE FWD,Gardena,CA,"96,428","$16,399",Sedan,Agate Black,Bei/Beige,2.0L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,Clean,1,Rental Use,True
216,2018,Ford,Escape,SE 4WD,Grand Rapids,MN,"47,812","$18,500",SUV,Magnetic Metallic,Charcoal Black,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use,True
217,2016,Ford,Fusion,SE FWD,Vancouver,WA,"53,566","$13,928",Sedan,Ingot Silver,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,4,Mixed Use,True
218,2018,Mercedes-Benz,C-Class,C 300 4MATIC Sedan,Fort Lauderdale,FL,"77,900","$19,200",Sedan,Designo Diamond White Metallic,Tan,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,1,Fleet Use,True
219,2020,Honda,Accord,EX-L 1.5T CVT,Vacaville,CA,"18,505","$29,995",Sedan,Platinum White Pearl,Unknown,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
220,2020,Toyota,Corolla,LE CVT,Duluth,GA,"32,548","$17,985",Sedan,Celestite,Light Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Fleet Use,True
221,2019,Mercedes-Benz,C-Class,C 300 Sedan RWD,Fremont,CA,"15,115","$36,525",Sedan,Polar White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
222,2018,Ford,F-150,Raptor SuperCrew 5.5' Box 4WD,Huntley,IL,"31,944","$63,963",Pickup Truck,Shadow Black,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
223,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,Fremont,CA,"36,153","$32,250",Sedan,Selenite Grey Metallic,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
224,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Pikeville,KY,"57,790","$37,900",Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
225,2019,Honda,Civic,LX Sedan CVT,Naples,FL,"47,014","$19,332",Sedan,Platinum White Pearl,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Fleet Use,True
226,2019,Ford,Escape,S FWD,Daytona Beach,FL,"42,170","$17,995",SUV,Agate Black Metallic,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
227,2018,Toyota,Tacoma,SR5 Double Cab 5' Bed V6 RWD Automatic,Santa Cruz,CA,"73,691","$29,988",Pickup Truck,Midnight Black Metallic,Graphite,3.5L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
228,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Bensalem,PA,"76,947","$29,995",Pickup Truck,Black,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
229,2017,Toyota,Camry,LE I4 Automatic,Midway City,CA,"188,814","$9,995",Sedan,Midnight Black Metallic,Almond,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use,True
230,2019,Volkswagen,Jetta,S Automatic,Fresno,CA,"47,651","$17,995",Sedan,Blue Silk Metallic,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,2,Rental Use,True
231,2019,Chevrolet,Malibu,LT with 1LT,Houston,TX,"61,791","$18,991",Sedan,Pacific Blue Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Mixed Use,True
232,2020,Ford,Explorer,XLT RWD,San Juan,TX,"23,133","$33,995",SUV,Oxford White,Sandstone,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
233,2016,Jeep,Patriot,Sport SE 4WD,Greenwood,IN,"157,928","$9,988",SUV,Black Clearcoat,Dark Slate Gray,2.4L Inline-4 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
234,2020,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Fort Worth,TX,"7,645","$44,990",Pickup Truck,Black,Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
235,2016,Nissan,Altima,2.5 S,Fresno,CA,"78,599","$13,995",Sedan,Storm Blue,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Mixed Use,True
236,2019,Honda,Accord,LX 1.5T CVT,Bellevue,NE,"37,203","$18,950",Sedan,Platinum White Pearl,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,2,Personal Use,True
237,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Cathedral City,CA,"90,933","$25,500",Pickup Truck,Oxford White,Medium Earth Gray,3.3L V-6 Gas,RWD,Gas,Automatic,1,Clean,2,Rental Use,True
238,2018,Ford,Super Duty F-250,XLT 4WD Crew Cab 6.75' Box,Lubbock,TX,"81,106","$39,473",Pickup Truck,Oxford White,Medium Earth Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
239,2016,Dodge,Challenger,SXT Automatic,El Paso,TX,99,"$23,695",Coupe,Redline Red Tricoat Pearl,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
240,2019,Toyota,Tacoma,TRD Pro Double Cab 5' Bed V6 4WD Automatic,Agawam,MA,"35,827","$39,990",Pickup Truck,Red,Unknown,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
241,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Carlock,IL,"116,833","$26,995",Pickup Truck,Black Velvet,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
242,2018,Ford,Explorer,XLT FWD,New Port Richey,FL,"90,386","$20,984",SUV,Ruby Red Metallic Tinted Clearcoat,Medium Stone,2.3L V-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
243,2015,Nissan,Altima,2.5 S,Sacramento,CA,"98,917","$11,499",Sedan,Super Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use,True
244,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Kansas City,MO,"48,490","$35,200",Pickup Truck,Oxford White,Medium Earth Gray,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
245,2014,Ford,F-150,STX SuperCab 6.5' Box RWD,Glen Allen,VA,"71,260","$19,998",Pickup Truck,Ingot Silver Metallic,Black,5.0L V-8 Gas,RWD,Gas,Automatic,1,Clean,1,Personal Use,True
246,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Dawsonville,GA,"58,282","$36,512",Pickup Truck,Ruby Red Metallic Tinted Clearcoat,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
247,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Garden City,ID,"118,532","$29,988",Pickup Truck,White,Black,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
